id,name,bigg,rhea,ec,kegg,transporter,exchange,no id
R_P5CD,1-pyrroline-5-carboxylate dehydrogenase,P5CD,"['16417', '16418', '16419', '16420']","['1.5.1.12', '1.2.1.88']",['R00707'],FALSE,FALSE,FALSE
R_PYK,Pyruvate kinase,PYK,"['18160', '18159', '18158', '18157']",['2.7.1.40'],['R00200'],FALSE,FALSE,FALSE
R_P5CR,Pyrroline-5-carboxylate reductase,P5CR,"['14111', '14112', '14109', '14110']",['1.5.1.2'],['R01251'],FALSE,FALSE,FALSE
R_PACCOAL,Phenylacetate-CoA ligase,PACCOAL,"['20959', '20958', '20956', '20957']",['6.2.1.30'],['R02539'],FALSE,FALSE,FALSE
R_PPND,Prephenate dehydrogenase,PPND,"['13872', '13870', '13869', '13871']",['1.3.1.12'],['R01728'],FALSE,FALSE,FALSE
R_PPNDH,Prephenate dehydratase,PPNDH,"['21648', '21649', '21650', '21651']","['4.2.1.91', '4.2.1.51']",['R01373'],FALSE,FALSE,FALSE
R_PPPGO,Protoporphyrinogen oxidase (aerobic),PPPGO,,['1.3.3.4'],,FALSE,FALSE,FALSE
R_PANTS,Pantothenate synthase,PANTS,"['10914', '10913', '10915', '10912']",['6.3.2.1'],['R02473'],FALSE,FALSE,FALSE
R_PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),PYNP2r,"['24391', '24388', '24390', '24389']","['2.4.2.3', '2.4.2.2']",['R01876'],FALSE,FALSE,FALSE
R_PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",PAPPT3,,['2.7.8.13'],,FALSE,FALSE,FALSE
R_PPPNDO,Phenylpropanoate Dioxygenase,PPPNDO,"['20359', '20357', '20360', '20358']",['1.14.12.19'],,FALSE,FALSE,FALSE
R_PPS,Phosphoenolpyruvate synthase,PPS,"['11364', '11367', '11366', '11365']",['2.7.9.2'],['R00199'],FALSE,FALSE,FALSE
R_PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),PAPSR,,['1.8.4.8'],['R02021'],FALSE,FALSE,FALSE
R_PRAGSr,Phosphoribosylglycinamide synthase,PRAGSr,,['6.3.4.13'],['R04144'],FALSE,FALSE,FALSE
R_PRAIS,Phosphoribosylaminoimidazole synthase,PRAIS,"['23033', '23032', '23034', '23035']",['6.3.3.1'],,FALSE,FALSE,FALSE
R_PRAIi,Phosphoribosylanthranilate isomerase (irreversible),PRAIi,"['21543', '21542', '21540', '21541']",['5.3.1.24'],['R03509'],FALSE,FALSE,FALSE
R_PRAMPC,Phosphoribosyl-AMP cyclohydrolase,PRAMPC,"['20049', '20050', '20051', '20052']",['3.5.4.19'],['R04037'],FALSE,FALSE,FALSE
R_PDH,Pyruvate dehydrogenase,PDH,"['28043', '28045', '28044', '28042']","['1.2.1', '1.8.1.4', '1.2.1.51', '1.2.4.1', '2.3.1.12']",['R00209'],FALSE,FALSE,FALSE
R_PDX5POi,Pyridoxine 5'-phosphate oxidase,PDX5POi,"['15151', '15149', '15152', '15150']",['1.4.3.5'],['R00278'],FALSE,FALSE,FALSE
R_PDXPP,Pyridoxine 5-phosphate phosphatase,PDXPP,"['25114', '25113', '25115', '25112']",['3.1.3.74'],['R01911'],FALSE,FALSE,FALSE
R_PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,PRASCSi,"['22631', '22628', '22629', '22630']",['6.3.2.6'],['R04591'],FALSE,FALSE,FALSE
R_PRATPP,Phosphoribosyl-ATP pyrophosphatase,PRATPP,"['22829', '22828', '22830', '22831']",['3.6.1.31'],['R04035'],FALSE,FALSE,FALSE
R_PRFGS,Phosphoribosylformylglycinamidine synthase,PRFGS,"['17132', '17129', '17131', '17130']",['6.3.5.3'],,FALSE,FALSE,FALSE
R_PEAMNO,Phenethylamine oxidase,PEAMNO,"['25268', '25267', '25265', '25266']","['1.4.3.4', '1.4.3.22', '1.4.3.21', '1.4.3.6']",['R02613'],FALSE,FALSE,FALSE
R_QULNS_1,Quinolinate synthase,QULNS_1,"['25889', '25891', '25890', '25888']",['2.5.1.72'],['R04292'],FALSE,FALSE,FALSE
R_PEPT_EC,Ethanolamine phosphotransferase,PEPT_EC,,['2.7.8.1'],,FALSE,FALSE,FALSE
R_PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,PRMICI,"['15471', '15472', '15469', '15470']",['5.3.1.16'],['R04640'],FALSE,FALSE,FALSE
R_PROD2,Proline dehydrogenase,PROD2,"['26124', '26127', '26125', '26126']","['1.5.-.-', '1.5.99.8']",['R10507'],FALSE,FALSE,FALSE
R_PERD,Erythronate 4-phosphate (4per) dehydrogenase,PERD,"['18831', '18830', '18832', '18829']",['1.1.1.290'],['R04210'],FALSE,FALSE,FALSE
R_RBFK,Riboflavin kinase,RBFK,"['14360', '14359', '14358', '14357']",['2.7.1.26'],['R00549'],FALSE,FALSE,FALSE
R_PFK,Phosphofructokinase,PFK,"['16111', '16109', '16110', '16112']",['2.7.1.11'],,FALSE,FALSE,FALSE
R_PFK_2,Phosphofructokinase,PFK_2,"['12420', '12421', '12423', '12422']","['2.7.1.11', '2.7.1.144', '2.7.1.56']",['R03236'],FALSE,FALSE,FALSE
R_PROt4,Na+/Proline-L symporter,PROt4,"['28968', '28969', '28970', '28967']",,,FALSE,FALSE,FALSE
R_PRPPS,Phosphoribosylpyrophosphate synthetase,PRPPS,,['2.7.6.1'],,FALSE,FALSE,FALSE
R_PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,PSCVT,"['21259', '21257', '21256', '21258']",['2.5.1.19'],['R03460'],FALSE,FALSE,FALSE
R_RBFSa,Riboflavin synthase,RBFSa,,"['2.5.1.9', '2.5.1.78']",['R04457'],FALSE,FALSE,FALSE
R_PSD_EC,Phosphatidylserine decarboxylase (Ecoli),PSD_EC,,['4.1.1.65'],,FALSE,FALSE,FALSE
R_PUNP1,Purine-nucleoside phosphorylase (Adenosine),PUNP1,"['27644', '27645', '27643', '27642']",['2.4.2.1'],['R01561'],FALSE,FALSE,FALSE
R_PSERT,Phosphoserine transaminase,PSERT,"['14331', '14329', '14330', '14332']",['2.6.1.52'],['R04173'],FALSE,FALSE,FALSE
R_RBFSb,Riboflavin synthase,RBFSb,"['20773', '20774', '20775', '20772']",['2.5.1.9'],['R00066'],FALSE,FALSE,FALSE
R_PSP_L,Phosphoserine phosphatase (L-serine),PSP_L,"['21208', '21211', '21210', '21209']",['3.1.3.3'],['R00582'],FALSE,FALSE,FALSE
R_RBK,Ribokinase,RBK,,['2.7.1.15'],,FALSE,FALSE,FALSE
R_SPMS,Spermidine synthase,SPMS,"['12724', '12721', '12722', '12723']",['2.5.1.16'],['R01920'],FALSE,FALSE,FALSE
R_PTA2,Phosphate acetyltransferase,PTA2,"['28046', '28049', '28048', '28047']","['2.3.1.8', '2.3.1.222']",['R00921'],FALSE,FALSE,FALSE
R_RBK_L1,L-ribulokinase (L-ribulose),RBK_L1,"['22075', '22072', '22074', '22073']",['2.7.1.16'],['R02439'],FALSE,FALSE,FALSE
R_PTAr,Phosphotransacetylase,PTAr,"['19521', '19523', '19522', '19524']",['2.3.1.8'],['R00230'],FALSE,FALSE,FALSE
R_SPODM,Superoxide dismutase,SPODM,"['20696', '20699', '20698', '20697']",['1.15.1.1'],['R00275'],FALSE,FALSE,FALSE
R_SSALx,Succinate-semialdehyde dehydrogenase (NAD),SSALx,"['13218', '13219', '13217', '13220']","['1.2.1.16', '1.2.1.24']",['R00713'],FALSE,FALSE,FALSE
R_PTPATi,Pantetheine-phosphate adenylyltransferase,PTPATi,"['19803', '19802', '19801', '19804']",['2.7.7.3'],['R03035'],FALSE,FALSE,FALSE
R_PTRCORNt7,Putrescine/ornithine antiporter,PTRCORNt7,"['28828', '28830', '28829', '28827']",,,FALSE,FALSE,FALSE
R_RBP4E,L-ribulose-phosphate 4-epimerase,RBP4E,"['22370', '22371', '22368', '22369']",['5.1.3.4'],['R05850'],FALSE,FALSE,FALSE
R_PTRCTA,Putrescine Transaminase,PTRCTA,"['23817', '23819', '23816', '23818']","['2.6.1.29', '2.6.1.82']",['R01155'],FALSE,FALSE,FALSE
R_SSALy,Succinate-semialdehyde dehydrogenase (NADP),SSALy,"['13216', '13215', '13214', '13213']","['1.2.1.79', '1.2.1.16']",['R00714'],FALSE,FALSE,FALSE
R_SUCBZL,O-succinylbenzoate-CoA ligase,SUCBZL,"['17012', '17011', '17009', '17010']",['6.2.1.26'],['R04030'],FALSE,FALSE,FALSE
R_SUCBZS,O-succinylbenzoate-CoA synthase,SUCBZS,"['10196', '10199', '10198', '10197']",['4.2.1.113'],['R04031'],FALSE,FALSE,FALSE
R_RHCCE,S-ribosylhomocysteine cleavage enzyme,RHCCE,"['17754', '17753', '17756', '17755']",['4.4.1.21'],['R01291'],FALSE,FALSE,FALSE
R_RMI,L-rhamnose isomerase,RMI,"['23161', '23163', '23160', '23162']",['5.3.1.14'],['R02437'],FALSE,FALSE,FALSE
R_TRPAS2,Tryptophanase (L-tryptophan),TRPAS2,"['19556', '19553', '19555', '19554']",['4.1.99.1'],['R00673'],FALSE,FALSE,FALSE
R_TRPS1,Tryptophan synthase (indoleglycerol phosphate),TRPS1,"['10535', '10533', '10534', '10532']",['4.2.1.20'],['R02722'],FALSE,FALSE,FALSE
R_SUCD1,Succinate dehydrogenase,SUCD1,"['30345', '30344', '30346', '30343']",['1.3.5.1'],['R00408'],FALSE,FALSE,FALSE
R_RMK,Rhamnulokinase,RMK,"['20119', '20117', '20118', '20120']",['2.7.1.5'],['R03014'],FALSE,FALSE,FALSE
R_TRPS2,Tryptophan synthase (indole),TRPS2,"['26436', '26435', '26437', '26434']","['4.2.1.122', '4.2.1.20']",['R00674'],FALSE,FALSE,FALSE
R_TRPS3,Tryptophan synthase (indoleglycerol phosphate),TRPS3,"['14082', '14081', '14083', '14084']","['4.1.2.8', '4.2.1.20']",['R02340'],FALSE,FALSE,FALSE
R_SUCFUMt,Succinate:fumarate antiporter,SUCFUMt,"['29326', '29324', '29323', '29325']",,,FALSE,FALSE,FALSE
R_SUCOAS,Succinyl-CoA synthetase (ADP-forming),SUCOAS,"['17664', '17663', '17662', '17661']",['6.2.1.5'],['R00405'],FALSE,FALSE,FALSE
R_RMPA,Rhamnulose-1-phosphate aldolase,RMPA,"['19689', '19691', '19690', '19692']",['4.1.2.19'],['R02263'],FALSE,FALSE,FALSE
R_RNDR1,Ribonucleoside-diphosphate reductase (ADP),RNDR1,,['1.17.4.1'],['R02017'],FALSE,FALSE,FALSE
R_SULR,Sulfite reductase (NADPH2),SULR,"['13802', '13803', '13804', '13801']",['1.8.1.2'],['R00858'],FALSE,FALSE,FALSE
R_TAGURr,Tagaturonate reductase,TAGURr,"['17816', '17814', '17813', '17815']",['1.1.1.58'],['R02555'],FALSE,FALSE,FALSE
R_TALA,Transaldolase,TALA,"['17056', '17055', '17054', '17053']",['2.2.1.2'],['R01827'],FALSE,FALSE,FALSE
R_TRSARr,Tartronate semialdehyde reductase,TRSARr,"['18846', '18845', '18847', '18848']","['1.1.1', '1.1.1.60']",['R01745'],FALSE,FALSE,FALSE
R_TARTD,L(+)-tartrate dehydratase,TARTD,"['15413', '15416', '15415', '15414']",['4.2.1.32'],['R00339'],FALSE,FALSE,FALSE
R_TYRTA,Tyrosine transaminase,TYRTA,"['15094', '15096', '15093', '15095']","['2.6.1.57', '2.6.1.5', '2.6.1.9', '2.6.1.1']",['R00734'],FALSE,FALSE,FALSE
R_RNDR2,Ribonucleoside-diphosphate reductase (GDP),RNDR2,,['1.17.4.1'],['R02019'],FALSE,FALSE,FALSE
R_U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,U23GAAT,,['2.3.1.191'],['R04550'],FALSE,FALSE,FALSE
R_TARTRt7,Tartrate/succinate antiporter,TARTRt7,"['29259', '29260', '29262', '29261']",,,FALSE,FALSE,FALSE
R_TAUDO,Taurine dioxygenase,TAUDO,"['15909', '15910', '15912', '15911']",['1.14.11.17'],['R05320'],FALSE,FALSE,FALSE
R_TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",TDPADGAT,"['34445', '34443', '34446', '28763', '34444', '28766', '28764', '28765']",['2.3.1.210'],['R10142'],FALSE,FALSE,FALSE
R_UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",UAAGDS,,['6.3.2.13'],,FALSE,FALSE,FALSE
R_UACMAMO,UDP-N-acetyl-D-mannosamine oxidoreductase,UACMAMO,"['25782', '25780', '25783', '25781']",['1.1.1.336'],['R03317'],FALSE,FALSE,FALSE
R_TDPAGTA,"DTDP-4-amino-4,6-dideoxy-D-glucose transaminase",TDPAGTA,"['28633', '28632', '28634', '28631']",['2.6.1.59'],['R04438'],FALSE,FALSE,FALSE
R_UAG2E,UDP-N-acetylglucosamine 2-epimerase,UAG2E,"['17214', '17215', '17213', '17216']",['5.1.3.14'],['R00420'],FALSE,FALSE,FALSE
R_RNDR3,Ribonucleoside-diphosphate reductase (CDP),RNDR3,,['1.17.4.1'],['R02024'],FALSE,FALSE,FALSE
R_UAGAAT,UDP-N-acetylglucosamine acyltransferase,UAGAAT,,['2.3.1.129'],['R04567'],FALSE,FALSE,FALSE
R_TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",TDPDRE,"['16970', '16969', '16972', '16971']",['5.1.3.13'],['R06514'],FALSE,FALSE,FALSE
R_RNDR4,Ribonucleoside-diphosphate reductase (UDP),RNDR4,,['1.17.4.1'],['R02018'],FALSE,FALSE,FALSE
R_TDPDRR,DTDP-4-dehydrorhamnose reductase,TDPDRR,"['21796', '21797', '21798', '21799']",['1.1.1.133'],['R02777'],FALSE,FALSE,FALSE
R_TDPGDH,"DTDPglucose 4,6-dehydratase",TDPGDH,"['17221', '17222', '17224', '17223']",['4.2.1.46'],['R06513'],FALSE,FALSE,FALSE
R_UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,UAGCVT,"['18681', '18682', '18683', '18684']",['2.5.1.7'],['R00660'],FALSE,FALSE,FALSE
R_UAGDP,UDP-N-acetylglucosamine diphosphorylase,UAGDP,,['2.7.7.23'],,FALSE,FALSE,FALSE
R_TDSK,Tetraacyldisaccharide 4'kinase,TDSK,"['20702', '20701', '20703', '20700']",['2.7.1.130'],['R04657'],FALSE,FALSE,FALSE
R_UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,UAGPT3,"['31228', '31227', '31229', '31230']",['2.4.1.227'],"['R05032', 'R06174']",FALSE,FALSE,FALSE
R_TGBPA,Tagatose-bisphosphate aldolase,TGBPA,"['22949', '22950', '22951', '22948']",['4.1.2.40'],['R01069'],FALSE,FALSE,FALSE
R_RNTR1,Ribonucleoside triphosphate reductase  ATP ,RNTR1,,['1.17.4.2'],['R02014'],FALSE,FALSE,FALSE
R_THD2,NAD(P) transhydrogenase,THD2,,['1.6.1.1'],,FALSE,FALSE,FALSE
R_THDPS,Tetrahydrodipicolinate succinylase,THDPS,"['17325', '17327', '17326', '17328']",['2.3.1.117'],['R04365'],FALSE,FALSE,FALSE
R_UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,UAMAGS,"['16430', '16429', '16431', '16432']",['6.3.2.9'],['R02783'],FALSE,FALSE,FALSE
R_UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,UAMAS,"['23372', '23374', '23373', '23375']",['6.3.2.8'],['R03193'],FALSE,FALSE,FALSE
R_UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,UAPGR,"['12251', '12250', '12248', '12249']",['1.3.1.98'],['R03192'],FALSE,FALSE,FALSE
R_UDCPDP,Undecaprenyl-diphosphatase,UDCPDP,"['17069', '17070', '17072', '17071']",,,FALSE,FALSE,FALSE
R_UDCPDPS,Undecaprenyl diphosphate synthase,UDCPDPS,,"['2.5.1', '2.5.1.M1', '2.5.1.31']",,FALSE,FALSE,FALSE
R_UDPG4E,UDPglucose 4-epimerase,UDPG4E,"['22170', '22168', '22169', '22171']",['5.1.3.2'],['R00291'],FALSE,FALSE,FALSE
R_RNTR2,Ribonucleoside triphosphate reductase  GTP ,RNTR2,,['1.17.4.2'],['R02020'],FALSE,FALSE,FALSE
R_UDPGALM,UDPgalactopyranose mutase,UDPGALM,"['24135', '24134', '24132', '24133']",['5.4.99.9'],['R00505'],FALSE,FALSE,FALSE
R_UDPGD,UDPglucose 6-dehydrogenase,UDPGD,"['23598', '23599', '23597', '23596']",['1.1.1.22'],['R00286'],FALSE,FALSE,FALSE
R_THRA,Threonine aldolase,THRA,"['19625', '19626', '19627', '19628']","['4.1.2.5', '4.1.2.48']",['R00751'],FALSE,FALSE,FALSE
R_THRD,L-threonine dehydrogenase,THRD,"['13161', '13164', '13163', '13162']",['1.1.1.103'],['R01465'],FALSE,FALSE,FALSE
R_UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,UGLT,"['13989', '13991', '13992', '13990']",['2.7.7.12'],['R00955'],FALSE,FALSE,FALSE
R_THRD_L,L-threonine deaminase,THRD_L,"['22108', '22111', '22109', '22110']",['4.3.1.19'],['R00996'],FALSE,FALSE,FALSE
R_UGLYCH,Ureidoglycolate hydrolase,UGLYCH,"['19811', '19810', '19812', '19809']","['3.5.3.19', '3.5.1.116']",['R00469'],FALSE,FALSE,FALSE
R_RNTR3,Ribonucleoside triphosphate reductase  CTP ,RNTR3,,['1.17.4.2'],['R02022'],FALSE,FALSE,FALSE
R_UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",UGMDDS,,['6.3.2.10'],,FALSE,FALSE,FALSE
R_UHGADA,UDP-3-O-acetylglucosamine deacetylase,UHGADA,"['25212', '25209', '25211', '25210']",['3.5.1.108'],['R04587'],FALSE,FALSE,FALSE
R_THRS,Threonine synthase,THRS,"['10842', '10841', '10840', '10843']",['4.2.3.1'],['R01466'],FALSE,FALSE,FALSE
R_UMPK,UMP kinase,UMPK,"['24400', '24402', '24401', '24403']","['2.7.4.4', '2.7.4.22', '2.7.4.14']",['R00158'],FALSE,FALSE,FALSE
R_RNTR4,Ribonucleoside triphosphate reductase  UTP ,RNTR4,,['1.17.4.2'],['R02023'],FALSE,FALSE,FALSE
R_UNK3,2-keto-4-methylthiobutyrate transamination,UNK3,"['25799', '25797', '25796', '25798']","['2.6.1.57', '2.6.1.5']",['R07396'],FALSE,FALSE,FALSE
R_UPP3MT,Uroporphyrinogen methyltransferase,UPP3MT,"['32462', '32461', '32459', '32460']",['2.1.1.107'],['R03194'],FALSE,FALSE,FALSE
R_RPE,Ribulose 5-phosphate 3-epimerase,RPE,"['13677', '13680', '13678', '13679']",['5.1.3.1'],['R01529'],FALSE,FALSE,FALSE
R_UPP3S,Uroporphyrinogen-III synthase,UPP3S,"['18966', '18968', '18965', '18967']",['4.2.1.75'],['R03165'],FALSE,FALSE,FALSE
R_UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),UPPDC1,"['19868', '19865', '19867', '19866']",['4.1.1.37'],['R03197'],FALSE,FALSE,FALSE
R_TKT1,Transketolase,TKT1,,['2.2.1.1'],,FALSE,FALSE,FALSE
R_TKT2,Transketolase,TKT2,"['27627', '27628', '27626', '27629']",['2.2.1.1'],['R01830'],FALSE,FALSE,FALSE
R_TMAOR1,Trimethylamine N-oxide reductase (menaquinol 8),TMAOR1,"['29281', '29282', '29280', '29279']",,,FALSE,FALSE,FALSE
R_UPPRT,Uracil phosphoribosyltransferase,UPPRT,"['13018', '13019', '13020', '13017']",['2.4.2.9'],['R00966'],FALSE,FALSE,FALSE
R_TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),TMAOR2,"['30583', '30586', '30584', '30585']",,,FALSE,FALSE,FALSE
R_RPI,Ribose-5-phosphate isomerase,RPI,,['5.3.1.6'],,FALSE,FALSE,FALSE
R_TMDK1,Thymidine kinase (ATP:thymidine),TMDK1,"['19130', '19132', '19131', '19129']","['2.7.1.145', '2.7.1.21']",['R01567'],FALSE,FALSE,FALSE
R_TMDPP,Thymidine phosphorylase,TMDPP,"['16040', '16038', '16037', '16039']","['2.4.2.4', '2.4.2.2']",['R01570'],FALSE,FALSE,FALSE
R_URIDK2r,Uridylate kinase (dUMP),URIDK2r,"['30658', '30655', '30656', '30657']","['2.7.4.13', '2.7.4.4', '2.7.4.9']",['R02098'],FALSE,FALSE,FALSE
R_RZ5PP,Alpha-ribazole 5-phosphate phosphatase,RZ5PP,"['24457', '24456', '24459', '24458']",['3.1.3.73'],['R04594'],FALSE,FALSE,FALSE
R_URIK2,Uridine kinase (GTP:Uridine),URIK2,"['27650', '27651', '27652', '27653']",['2.7.1.48'],['R00968'],FALSE,FALSE,FALSE
R_TMDS,Thymidylate synthase,TMDS,"['12106', '12104', '12107', '12105']",['2.1.1.45'],['R02101'],FALSE,FALSE,FALSE
R_S7PI,Sedoheptulose 7-phosphate isomerase,S7PI,,['5.3.1.28'],"['R05645', 'R09768']",FALSE,FALSE,FALSE
R_TMK,Thiamine kinase,TMK,,['2.7.1.89'],,FALSE,FALSE,FALSE
R_TMPK,Thiamine-phosphate kinase,TMPK,"['15913', '15916', '15915', '15914']",['2.7.4.16'],['R00617'],FALSE,FALSE,FALSE
R_USHD,UDP-sugar hydrolase,USHD,"['25216', '25215', '25214', '25213']",['3.6.1.54'],['R04549'],FALSE,FALSE,FALSE
R_TMPPP,Thiamine-phosphate diphosphorylase,TMPPP,"['22328', '22329', '22331', '22330']",['2.5.1.3'],['R03223'],FALSE,FALSE,FALSE
R_VALTA,Valine transaminase,VALTA,"['24813', '24816', '24814', '24815']","['2.6.1.42', '2.6.1.6']",['R01214'],FALSE,FALSE,FALSE
R_SADH,Succinylarginine dihydrolase,SADH,"['19534', '19535', '19533', '19536']",['3.5.3.23'],['R04189'],FALSE,FALSE,FALSE
R_TPI,Triose-phosphate isomerase,TPI,"['18587', '18588', '18586', '18585']",['5.3.1.1'],['R01015'],FALSE,FALSE,FALSE
R_TRDR,Thioredoxin reductase (NADPH),TRDR,,"['1.8.1.9', '1.6.4.5']",['R02016'],FALSE,FALSE,FALSE
R_TRE6PH,Trehalose-6-phosphate hydrolase,TRE6PH,"['23009', '23010', '23008', '23011']","['3.2.1.93', '3.2.1.122']","['R06113', 'R00837']",FALSE,FALSE,FALSE
R_VPAMTr,Valine-pyruvate aminotransferase,VPAMTr,"['22915', '22914', '22912', '22913']",['2.6.1.66'],['R01215'],FALSE,FALSE,FALSE
R_SADT2,Sulfate adenyltransferase,SADT2,,['2.7.7.4'],,FALSE,FALSE,FALSE
R_X5PL3E,L-xylulose 5-phosphate 3-epimerase,X5PL3E,"['18498', '18500', '18499', '18497']","['5.-.-.-', '5.1.3.22']",['R03244'],FALSE,FALSE,FALSE
R_TRE6PP,Trehalose-phosphatase,TRE6PP,"['23420', '23423', '23422', '23421']",['3.1.3.12'],"['R02778', 'R06228']",FALSE,FALSE,FALSE
R_TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",TRE6PS,"['18890', '18891', '18889', '18892']",['2.4.1.15'],"['R00836', 'R06043']",FALSE,FALSE,FALSE
R_TREH,"Alpha,alpha-trehalase",TREH,"['20868', '20869', '20870', '20871']",['3.2.1.28'],"['R00010', 'R06103']",FALSE,FALSE,FALSE
R_TREHe,"Alpha,alpha-trehalase",TREHe,"['20868', '20869', '20870', '20871']",['3.2.1.28'],"['R00010', 'R06103']",FALSE,FALSE,FALSE
R_XPPT,Xanthine phosphoribosyltransferase,XPPT,"['10800', '10803', '10802', '10801']","['2.4.2.8', '2.4.2.22']",['R02142'],FALSE,FALSE,FALSE
R_XYLI1,Xylose isomerase,XYLI1,"['22818', '22816', '22819', '22817']",['5.3.1.5'],['R01432'],FALSE,FALSE,FALSE
R_XYLI2,Xylose isomerase,XYLI2,"['28546', '28547', '28549', '28548']",['5.3.1.5'],['R00307'],FALSE,FALSE,FALSE
R_SBTPD,Sorbitol-6-phosphate dehydrogenase,SBTPD,"['19840', '19839', '19838', '19837']",['1.1.1.140'],['R05607'],FALSE,FALSE,FALSE
R_XYLK,Xylulokinase,XYLK,"['10966', '10965', '10964', '10967']",['2.7.1.17'],['R01639'],FALSE,FALSE,FALSE
R_SDPDS,Succinyl-diaminopimelate desuccinylase,SDPDS,"['22611', '22608', '22610', '22609']",['3.5.1.18'],['R02734'],FALSE,FALSE,FALSE
R_SDPTA,Succinyldiaminopimelate transaminase,SDPTA,"['11960', '11961', '11963', '11962']",['2.6.1.17'],['R04475'],FALSE,FALSE,FALSE
R_SELNPS,Selenophosphate synthase,SELNPS,"['18740', '18739', '18737', '18738']",['2.7.9.3'],['R03595'],FALSE,FALSE,FALSE
R_SERASr,(L-seryl)adenylate synthase,SERASr,"['28571', '28573', '28570', '28572']",,,FALSE,FALSE,FALSE
R_SERAT,Serine O-acetyltransferase,SERAT,"['24560', '24563', '24562', '24561']",['2.3.1.30'],['R00586'],FALSE,FALSE,FALSE
R_SERD_D,D-serine deaminase,SERD_D,"['13980', '13979', '13977', '13978']",['4.3.1.18'],['R00221'],FALSE,FALSE,FALSE
R_SERD_L,L-serine deaminase,SERD_L,"['19170', '19169', '19171', '19172']","['4.3.1.15', '4.3.1.19', '4.3.1.17']","['R00220', 'R00223']",FALSE,FALSE,FALSE
R_SERt4,L-serine via sodium symport,SERt4,"['29576', '29577', '29578', '29575']",,,FALSE,FALSE,FALSE
R_SGDS,Succinylglutamate desuccinylase,SGDS,"['15170', '15172', '15171', '15169']",['3.5.1.96'],['R00411'],FALSE,FALSE,FALSE
R_SGSAD,Succinylglutamic semialdehyde dehydrogenase,SGSAD,"['10813', '10812', '10815', '10814']",['1.2.1.71'],['R05049'],FALSE,FALSE,FALSE
R_SHCHD2,Sirohydrochlorin dehydrogenase (NAD),SHCHD2,"['15613', '15614', '15615', '15616']",['1.3.1.76'],['R03947'],FALSE,FALSE,FALSE
R_SHCHF,Sirohydrochlorin ferrochelatase,SHCHF,"['24360', '24361', '24362', '24363']",['4.99.1.4'],['R02864'],FALSE,FALSE,FALSE
R_SHK3Dr,Shikimate dehydrogenase,SHK3Dr,"['17739', '17738', '17737', '17740']","['1.1.1.25', '1.1.1.282']",['R02413'],FALSE,FALSE,FALSE
R_SHKK,Shikimate kinase,SHKK,"['13121', '13122', '13123', '13124']",['2.7.1.71'],['R02412'],FALSE,FALSE,FALSE
R_SHSL1,O-succinylhomoserine lyase (L-cysteine),SHSL1,"['20398', '20399', '20400', '20397']",['2.5.1.48'],['R03260'],FALSE,FALSE,FALSE
R_SOTA,Succinylornithine transaminase,SOTA,"['16954', '16953', '16956', '16955']",['2.6.1.81'],['R04217'],FALSE,FALSE,FALSE
R_SPMDAT1,Spermidine acetyltransferase,SPMDAT1,"['28153', '28151', '28152', '28150']",['2.3.1.57'],,FALSE,FALSE,FALSE
R_SPMDAT2,Spermidine acetyltransferase (N8),SPMDAT2,"['28272', '28273', '28270', '28271']","['2.6.1.29', '2.3.1.57']",,FALSE,FALSE,FALSE
R_AMMQT8_2,S-adenosylmethione:2-demethylmenaquinone methyltransferase,AMMQT8_2,,,,FALSE,FALSE,TRUE
R_AMPMS,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,AMPMS,,,,FALSE,FALSE,TRUE
R_ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,ACGAMT,,,,FALSE,FALSE,TRUE
