bigg_id,name,database_links,kegg,ec,rhea
H2O2syn,Hydrogen peroxide synthesis (NADPH dependent),EC Number: http://identifiers.org/ec-code/1.6.3.1; RHEA: http://identifiers.org/rhea/11260; RHEA: http://identifiers.org/rhea/11261; RHEA: http://identifiers.org/rhea/11262; RHEA: http://identifiers.org/rhea/11263; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100492; Reactome Reaction: http://identifiers.org/reactome/R-ATH-5693681; Reactome Reaction: http://identifiers.org/reactome/R-BTA-5693681; Reactome Reaction: http://identifiers.org/reactome/R-CEL-5693681; Reactome Reaction: http://identifiers.org/reactome/R-CFA-5693681; Reactome Reaction: http://identifiers.org/reactome/R-DME-5693681; Reactome Reaction: http://identifiers.org/reactome/R-DRE-5693681; Reactome Reaction: http://identifiers.org/reactome/R-GGA-5693681; Reactome Reaction: http://identifiers.org/reactome/R-HSA-5693681; Reactome Reaction: http://identifiers.org/reactome/R-MMU-5693681; Reactome Reaction: http://identifiers.org/reactome/R-OSA-5693681; Reactome Reaction: http://identifiers.org/reactome/R-RNO-5693681; Reactome Reaction: http://identifiers.org/reactome/R-SSC-5693681; Reactome Reaction: http://identifiers.org/reactome/R-TGU-5693681; Reactome Reaction: http://identifiers.org/reactome/R-XTR-5693681; KEGG Reaction: http://identifiers.org/kegg.reaction/R07172; SEED Reaction: http://identifiers.org/seed.reaction/rxn04958,R07172,1.6.3.1,11263
H2Otg,"H2O transport, Golgi apparatus",RHEA: http://identifiers.org/rhea/29667; RHEA: http://identifiers.org/rhea/29668; RHEA: http://identifiers.org/rhea/29669; RHEA: http://identifiers.org/rhea/29670; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-145; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-547; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98641; Reactome Reaction: http://identifiers.org/reactome/R-ATH-432010; Reactome Reaction: http://identifiers.org/reactome/R-ATH-432054; Reactome Reaction: http://identifiers.org/reactome/R-ATH-432065; Reactome Reaction: http://identifiers.org/reactome/R-ATH-432067; Reactome Reaction: http://identifiers.org/reactome/R-ATH-507868; Reactome Reaction: http://identifiers.org/reactome/R-ATH-507870; Reactome Reaction: http://identifiers.org/reactome/R-BTA-432010; Reactome Reaction: http://identifiers.org/reactome/R-BTA-432054; Reactome Reaction: http://identifiers.org/reactome/R-BTA-432065; Reactome Reaction: http://identifiers.org/reactome/R-BTA-432067; Reactome Reaction: http://identifiers.org/reactome/R-BTA-445714; Reactome Reaction: http://identifiers.org/reactome/R-BTA-507868; Reactome Reaction: http://identifiers.org/reactome/R-BTA-507870; Reactome Reaction: http://identifiers.org/reactome/R-CEL-445714; Reactome Reaction: http://identifiers.org/reactome/R-CEL-507868; Reactome Reaction: http://identifiers.org/reactome/R-CEL-507870; Reactome Reaction: http://identifiers.org/reactome/R-CFA-432010; Reactome Reaction: http://identifiers.org/reactome/R-CFA-432054; Reactome Reaction: http://identifiers.org/reactome/R-CFA-432065; Reactome Reaction: http://identifiers.org/reactome/R-CFA-432067; Reactome Reaction: http://identifiers.org/reactome/R-CFA-445714; Reactome Reaction: http://identifiers.org/reactome/R-CFA-507868; Reactome Reaction: http://identifiers.org/reactome/R-CFA-507870; Reactome Reaction: http://identifiers.org/reactome/R-DDI-432010; Reactome Reaction: http://identifiers.org/reactome/R-DDI-432054; Reactome Reaction: http://identifiers.org/reactome/R-DDI-432065; Reactome Reaction: http://identifiers.org/reactome/R-DDI-432067; Reactome Reaction: http://identifiers.org/reactome/R-DDI-507868; Reactome Reaction: http://identifiers.org/reactome/R-DDI-507870; Reactome Reaction: http://identifiers.org/reactome/R-DME-432010; Reactome Reaction: http://identifiers.org/reactome/R-DME-432054; Reactome Reaction: http://identifiers.org/reactome/R-DME-432065; Reactome Reaction: http://identifiers.org/reactome/R-DME-432067; Reactome Reaction: http://identifiers.org/reactome/R-DME-507868; Reactome Reaction: http://identifiers.org/reactome/R-DME-507870; Reactome Reaction: http://identifiers.org/reactome/R-DRE-432010; Reactome Reaction: http://identifiers.org/reactome/R-DRE-432054; Reactome Reaction: http://identifiers.org/reactome/R-DRE-432067; Reactome Reaction: http://identifiers.org/reactome/R-DRE-445714; Reactome Reaction: http://identifiers.org/reactome/R-DRE-507868; Reactome Reaction: http://identifiers.org/reactome/R-DRE-507870; Reactome Reaction: http://identifiers.org/reactome/R-GGA-432010; Reactome Reaction: http://identifiers.org/reactome/R-GGA-432054; Reactome Reaction: http://identifiers.org/reactome/R-GGA-432065; Reactome Reaction: http://identifiers.org/reactome/R-GGA-432067; Reactome Reaction: http://identifiers.org/reactome/R-GGA-445714; Reactome Reaction: http://identifiers.org/reactome/R-GGA-507868; Reactome Reaction: http://identifiers.org/reactome/R-GGA-507870; Reactome Reaction: http://identifiers.org/reactome/R-HSA-432010; Reactome Reaction: http://identifiers.org/reactome/R-HSA-432054; Reactome Reaction: http://identifiers.org/reactome/R-HSA-432065; Reactome Reaction: http://identifiers.org/reactome/R-HSA-432067; Reactome Reaction: http://identifiers.org/reactome/R-HSA-445714; Reactome Reaction: http://identifiers.org/reactome/R-HSA-507868; Reactome Reaction: http://identifiers.org/reactome/R-HSA-507870; Reactome Reaction: http://identifiers.org/reactome/R-MMU-432010; Reactome Reaction: http://identifiers.org/reactome/R-MMU-432054; Reactome Reaction: http://identifiers.org/reactome/R-MMU-432065; Reactome Reaction: http://identifiers.org/reactome/R-MMU-432067; Reactome Reaction: http://identifiers.org/reactome/R-MMU-445714; Reactome Reaction: http://identifiers.org/reactome/R-MMU-507868; Reactome Reaction: http://identifiers.org/reactome/R-MMU-507870; Reactome Reaction: http://identifiers.org/reactome/R-OSA-432010; Reactome Reaction: http://identifiers.org/reactome/R-OSA-432054; Reactome Reaction: http://identifiers.org/reactome/R-OSA-432065; Reactome Reaction: http://identifiers.org/reactome/R-OSA-432067; Reactome Reaction: http://identifiers.org/reactome/R-OSA-507868; Reactome Reaction: http://identifiers.org/reactome/R-OSA-507870; Reactome Reaction: http://identifiers.org/reactome/R-PFA-445714; Reactome Reaction: http://identifiers.org/reactome/R-PFA-507868; Reactome Reaction: http://identifiers.org/reactome/R-PFA-507870; Reactome Reaction: http://identifiers.org/reactome/R-RNO-432010; Reactome Reaction: http://identifiers.org/reactome/R-RNO-432054; Reactome Reaction: http://identifiers.org/reactome/R-RNO-432065; Reactome Reaction: http://identifiers.org/reactome/R-RNO-432067; Reactome Reaction: http://identifiers.org/reactome/R-RNO-445714; Reactome Reaction: http://identifiers.org/reactome/R-RNO-507868; Reactome Reaction: http://identifiers.org/reactome/R-RNO-507870; Reactome Reaction: http://identifiers.org/reactome/R-SCE-432010; Reactome Reaction: http://identifiers.org/reactome/R-SCE-432054; Reactome Reaction: http://identifiers.org/reactome/R-SCE-432065; Reactome Reaction: http://identifiers.org/reactome/R-SCE-432067; Reactome Reaction: http://identifiers.org/reactome/R-SCE-445714; Reactome Reaction: http://identifiers.org/reactome/R-SCE-507868; Reactome Reaction: http://identifiers.org/reactome/R-SCE-507870; Reactome Reaction: http://identifiers.org/reactome/R-SPO-445714; Reactome Reaction: http://identifiers.org/reactome/R-SPO-507868; Reactome Reaction: http://identifiers.org/reactome/R-SPO-507870; Reactome Reaction: http://identifiers.org/reactome/R-SSC-432010; Reactome Reaction: http://identifiers.org/reactome/R-SSC-432054; Reactome Reaction: http://identifiers.org/reactome/R-SSC-432065; Reactome Reaction: http://identifiers.org/reactome/R-SSC-432067; Reactome Reaction: http://identifiers.org/reactome/R-SSC-445714; Reactome Reaction: http://identifiers.org/reactome/R-SSC-507868; Reactome Reaction: http://identifiers.org/reactome/R-SSC-507870; Reactome Reaction: http://identifiers.org/reactome/R-TGU-432010; Reactome Reaction: http://identifiers.org/reactome/R-TGU-432054; Reactome Reaction: http://identifiers.org/reactome/R-TGU-432065; Reactome Reaction: http://identifiers.org/reactome/R-TGU-432067; Reactome Reaction: http://identifiers.org/reactome/R-TGU-445714; Reactome Reaction: http://identifiers.org/reactome/R-TGU-507868; Reactome Reaction: http://identifiers.org/reactome/R-TGU-507870; Reactome Reaction: http://identifiers.org/reactome/R-XTR-432067; Reactome Reaction: http://identifiers.org/reactome/R-XTR-445714; Reactome Reaction: http://identifiers.org/reactome/R-XTR-507868; Reactome Reaction: http://identifiers.org/reactome/R-XTR-507870; SEED Reaction: http://identifiers.org/seed.reaction/rxn05319; SEED Reaction: http://identifiers.org/seed.reaction/rxn08686; SEED Reaction: http://identifiers.org/seed.reaction/rxn08687; SEED Reaction: http://identifiers.org/seed.reaction/rxn09643; SEED Reaction: http://identifiers.org/seed.reaction/rxn09745; SEED Reaction: http://identifiers.org/seed.reaction/rxn09812; SEED Reaction: http://identifiers.org/seed.reaction/rxn09838; SEED Reaction: http://identifiers.org/seed.reaction/rxn09874,,,29670
HACD1x,(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase,EC Number: http://identifiers.org/ec-code/1.1.1.35; RHEA: http://identifiers.org/rhea/30799; RHEA: http://identifiers.org/rhea/30800; RHEA: http://identifiers.org/rhea/30801; RHEA: http://identifiers.org/rhea/30802; BioCyc: http://identifiers.org/biocyc/META:RXN-11662; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100541; Reactome Reaction: http://identifiers.org/reactome/R-ATH-77312; Reactome Reaction: http://identifiers.org/reactome/R-BTA-77312; Reactome Reaction: http://identifiers.org/reactome/R-CEL-77312; Reactome Reaction: http://identifiers.org/reactome/R-CFA-77312; Reactome Reaction: http://identifiers.org/reactome/R-DDI-77312; Reactome Reaction: http://identifiers.org/reactome/R-DRE-77312; Reactome Reaction: http://identifiers.org/reactome/R-GGA-77312; Reactome Reaction: http://identifiers.org/reactome/R-HSA-77312; Reactome Reaction: http://identifiers.org/reactome/R-MMU-77312; Reactome Reaction: http://identifiers.org/reactome/R-OSA-77312; Reactome Reaction: http://identifiers.org/reactome/R-RNO-77312; Reactome Reaction: http://identifiers.org/reactome/R-SSC-77312; Reactome Reaction: http://identifiers.org/reactome/R-TGU-77312; Reactome Reaction: http://identifiers.org/reactome/R-XTR-77312; KEGG Reaction: http://identifiers.org/kegg.reaction/R01975; SEED Reaction: http://identifiers.org/seed.reaction/rxn01451,R01975,1.1.1.35,30802
HACD9m,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase",EC Number: http://identifiers.org/ec-code/1.1.1.178; EC Number: http://identifiers.org/ec-code/1.1.1.35; RHEA: http://identifiers.org/rhea/13281; RHEA: http://identifiers.org/rhea/13282; RHEA: http://identifiers.org/rhea/13283; RHEA: http://identifiers.org/rhea/13284; BioCyc: http://identifiers.org/biocyc/META:1.1.1.178-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100550; KEGG Reaction: http://identifiers.org/kegg.reaction/R04203; SEED Reaction: http://identifiers.org/seed.reaction/rxn02933,R04203,1.1.1.35,13284
HAtly,"Hyaluronan transport, extracellular to lysosome",EC Number: http://identifiers.org/ec-code/3.2.1.35; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100564,,3.2.1.35,
HDCAter,Palmitate ER export,RHEA: http://identifiers.org/rhea/45256; RHEA: http://identifiers.org/rhea/45257; RHEA: http://identifiers.org/rhea/45258; RHEA: http://identifiers.org/rhea/45259; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99101; SEED Reaction: http://identifiers.org/seed.reaction/rxn08704; SEED Reaction: http://identifiers.org/seed.reaction/rxn09676; SEED Reaction: http://identifiers.org/seed.reaction/rxn09848,,,45259
HISDC,Histidine decarboxylase,RHEA: http://identifiers.org/rhea/20840; RHEA: http://identifiers.org/rhea/20841; RHEA: http://identifiers.org/rhea/20842; RHEA: http://identifiers.org/rhea/20843; EC Number: http://identifiers.org/ec-code/4.1.1.22; EC Number: http://identifiers.org/ec-code/4.1.1.28; BioCyc: http://identifiers.org/biocyc/META:HISTIDINE-DECARBOXYLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100581; Reactome Reaction: http://identifiers.org/reactome/R-ATH-977301; Reactome Reaction: http://identifiers.org/reactome/R-BTA-977301; Reactome Reaction: http://identifiers.org/reactome/R-CFA-977301; Reactome Reaction: http://identifiers.org/reactome/R-DME-977301; Reactome Reaction: http://identifiers.org/reactome/R-DRE-977301; Reactome Reaction: http://identifiers.org/reactome/R-GGA-977301; Reactome Reaction: http://identifiers.org/reactome/R-HSA-977301; Reactome Reaction: http://identifiers.org/reactome/R-MMU-977301; Reactome Reaction: http://identifiers.org/reactome/R-OSA-977301; Reactome Reaction: http://identifiers.org/reactome/R-RNO-977301; Reactome Reaction: http://identifiers.org/reactome/R-SSC-977301; Reactome Reaction: http://identifiers.org/reactome/R-TGU-977301; Reactome Reaction: http://identifiers.org/reactome/R-XTR-977301; KEGG Reaction: http://identifiers.org/kegg.reaction/R01167; SEED Reaction: http://identifiers.org/seed.reaction/rxn00866,R01167,4.1.1.28,20843
HISTASE,HISTASE,EC Number: http://identifiers.org/ec-code/1.4.3.22; EC Number: http://identifiers.org/ec-code/1.4.3.6; RHEA: http://identifiers.org/rhea/25625; RHEA: http://identifiers.org/rhea/25626; RHEA: http://identifiers.org/rhea/25627; RHEA: http://identifiers.org/rhea/25628; BioCyc: http://identifiers.org/biocyc/META:RXN-9600; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95850; Reactome Reaction: http://identifiers.org/reactome/R-ATH-5696131; Reactome Reaction: http://identifiers.org/reactome/R-BTA-5696131; Reactome Reaction: http://identifiers.org/reactome/R-CFA-5696131; Reactome Reaction: http://identifiers.org/reactome/R-DRE-5696131; Reactome Reaction: http://identifiers.org/reactome/R-GGA-5696131; Reactome Reaction: http://identifiers.org/reactome/R-HSA-5696131; Reactome Reaction: http://identifiers.org/reactome/R-MMU-5696131; Reactome Reaction: http://identifiers.org/reactome/R-OSA-5696131; Reactome Reaction: http://identifiers.org/reactome/R-RNO-5696131; Reactome Reaction: http://identifiers.org/reactome/R-SPO-5696131; Reactome Reaction: http://identifiers.org/reactome/R-SSC-5696131; Reactome Reaction: http://identifiers.org/reactome/R-XTR-5696131; KEGG Reaction: http://identifiers.org/kegg.reaction/R02150; SEED Reaction: http://identifiers.org/seed.reaction/rxn01550,R02150,1.4.3.6,25628
HPYRDCm,"Hydroxypyruvate decarboxylase, mitochondria",RHEA: http://identifiers.org/rhea/20561; RHEA: http://identifiers.org/rhea/20562; RHEA: http://identifiers.org/rhea/20563; RHEA: http://identifiers.org/rhea/20564; EC Number: http://identifiers.org/ec-code/4.1.1.40; BioCyc: http://identifiers.org/biocyc/META:HYDROXYPYRUVATE-DECARBOXYLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100700; KEGG Reaction: http://identifiers.org/kegg.reaction/R01393; SEED Reaction: http://identifiers.org/seed.reaction/rxn01014,R01393,4.1.1.40,20564
HSD11B1r,11-beta-hydroxysteroid dehydrogenase type 1,EC Number: http://identifiers.org/ec-code/1.1.1.146; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100713,,1.1.1.146,
HSD17B2r,17-beta-hydroxysteroid dehydrogenase,EC Number: http://identifiers.org/ec-code/1.1.1.51; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100716,,1.1.1.51,
HSD17B7r,Testicular 17-beta-hydroxysteroid dehydrogenase,EC Number: http://identifiers.org/ec-code/1.1.1.51; EC Number: http://identifiers.org/ec-code/1.1.1.62; RHEA: http://identifiers.org/rhea/24616; RHEA: http://identifiers.org/rhea/24617; RHEA: http://identifiers.org/rhea/24618; RHEA: http://identifiers.org/rhea/24619; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100715; Reactome Reaction: http://identifiers.org/reactome/R-ATH-5696822; Reactome Reaction: http://identifiers.org/reactome/R-ATH-6810594; Reactome Reaction: http://identifiers.org/reactome/R-ATH-804969; Reactome Reaction: http://identifiers.org/reactome/R-BTA-5693390; Reactome Reaction: http://identifiers.org/reactome/R-BTA-5696822; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6810594; Reactome Reaction: http://identifiers.org/reactome/R-BTA-804969; Reactome Reaction: http://identifiers.org/reactome/R-BTA-8862137; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6810594; Reactome Reaction: http://identifiers.org/reactome/R-CFA-804969; Reactome Reaction: http://identifiers.org/reactome/R-CFA-8862137; Reactome Reaction: http://identifiers.org/reactome/R-DDI-5696822; Reactome Reaction: http://identifiers.org/reactome/R-DDI-6810594; Reactome Reaction: http://identifiers.org/reactome/R-DDI-804969; Reactome Reaction: http://identifiers.org/reactome/R-DME-5693390; Reactome Reaction: http://identifiers.org/reactome/R-DME-5696822; Reactome Reaction: http://identifiers.org/reactome/R-DME-8862137; Reactome Reaction: http://identifiers.org/reactome/R-DRE-5696822; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6810594; Reactome Reaction: http://identifiers.org/reactome/R-DRE-804969; Reactome Reaction: http://identifiers.org/reactome/R-DRE-8862137; Reactome Reaction: http://identifiers.org/reactome/R-GGA-5693390; Reactome Reaction: http://identifiers.org/reactome/R-GGA-5696822; Reactome Reaction: http://identifiers.org/reactome/R-GGA-6810594; Reactome Reaction: http://identifiers.org/reactome/R-GGA-804969; Reactome Reaction: http://identifiers.org/reactome/R-GGA-8862137; Reactome Reaction: http://identifiers.org/reactome/R-HSA-5693390; Reactome Reaction: http://identifiers.org/reactome/R-HSA-5696822; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6810594; Reactome Reaction: http://identifiers.org/reactome/R-HSA-804969; Reactome Reaction: http://identifiers.org/reactome/R-HSA-8862137; Reactome Reaction: http://identifiers.org/reactome/R-MMU-5693390; Reactome Reaction: http://identifiers.org/reactome/R-MMU-5696822; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6810594; Reactome Reaction: http://identifiers.org/reactome/R-MMU-804969; Reactome Reaction: http://identifiers.org/reactome/R-MMU-8862137; Reactome Reaction: http://identifiers.org/reactome/R-OSA-5696822; Reactome Reaction: http://identifiers.org/reactome/R-OSA-6810594; Reactome Reaction: http://identifiers.org/reactome/R-OSA-804969; Reactome Reaction: http://identifiers.org/reactome/R-RNO-5693390; Reactome Reaction: http://identifiers.org/reactome/R-RNO-5696822; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6810594; Reactome Reaction: http://identifiers.org/reactome/R-RNO-804969; Reactome Reaction: http://identifiers.org/reactome/R-RNO-8862137; Reactome Reaction: http://identifiers.org/reactome/R-SCE-5693390; Reactome Reaction: http://identifiers.org/reactome/R-SCE-5696822; Reactome Reaction: http://identifiers.org/reactome/R-SCE-6810594; Reactome Reaction: http://identifiers.org/reactome/R-SCE-804969; Reactome Reaction: http://identifiers.org/reactome/R-SCE-8862137; Reactome Reaction: http://identifiers.org/reactome/R-SPO-5693390; Reactome Reaction: http://identifiers.org/reactome/R-SPO-5696822; Reactome Reaction: http://identifiers.org/reactome/R-SPO-6810594; Reactome Reaction: http://identifiers.org/reactome/R-SPO-804969; Reactome Reaction: http://identifiers.org/reactome/R-SSC-5693390; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6810594; Reactome Reaction: http://identifiers.org/reactome/R-SSC-804969; Reactome Reaction: http://identifiers.org/reactome/R-SSC-8862137; Reactome Reaction: http://identifiers.org/reactome/R-TGU-5693390; Reactome Reaction: http://identifiers.org/reactome/R-TGU-5696822; Reactome Reaction: http://identifiers.org/reactome/R-TGU-6810594; Reactome Reaction: http://identifiers.org/reactome/R-TGU-804969; Reactome Reaction: http://identifiers.org/reactome/R-TGU-8862137; Reactome Reaction: http://identifiers.org/reactome/R-XTR-5693390; Reactome Reaction: http://identifiers.org/reactome/R-XTR-5696822; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6810594; Reactome Reaction: http://identifiers.org/reactome/R-XTR-804969; Reactome Reaction: http://identifiers.org/reactome/R-XTR-8862137; KEGG Reaction: http://identifiers.org/kegg.reaction/R02353; SEED Reaction: http://identifiers.org/seed.reaction/rxn01693,R02353,1.1.1.62,24619
HSD17B8r,17-beta-hydroxysteroid dehydrogenase,EC Number: http://identifiers.org/ec-code/1.1.1.51; EC Number: http://identifiers.org/ec-code/1.1.1.62; RHEA: http://identifiers.org/rhea/24612; RHEA: http://identifiers.org/rhea/24613; RHEA: http://identifiers.org/rhea/24614; RHEA: http://identifiers.org/rhea/24615; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100722; KEGG Reaction: http://identifiers.org/kegg.reaction/R02352; SEED Reaction: http://identifiers.org/seed.reaction/rxn01692,R02352,1.1.1.62,24615
HSD3B11,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,EC Number: http://identifiers.org/ec-code/5.3.3.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100726,,5.3.3.1,
HSD3B7P,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",EC Number: http://identifiers.org/ec-code/1.1.1.181; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100732,,1.1.1.181,
Htg,"Proton transport, Golgi",RHEA: http://identifiers.org/rhea/34979; RHEA: http://identifiers.org/rhea/34980; RHEA: http://identifiers.org/rhea/34981; RHEA: http://identifiers.org/rhea/34982; BioCyc: http://identifiers.org/biocyc/META:RXN-14452; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100765; Reactome Reaction: http://identifiers.org/reactome/R-ATH-170026; Reactome Reaction: http://identifiers.org/reactome/R-ATH-74723; Reactome Reaction: http://identifiers.org/reactome/R-BTA-170026; Reactome Reaction: http://identifiers.org/reactome/R-BTA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-BTA-74723; Reactome Reaction: http://identifiers.org/reactome/R-CEL-170026; Reactome Reaction: http://identifiers.org/reactome/R-CEL-74723; Reactome Reaction: http://identifiers.org/reactome/R-CFA-170026; Reactome Reaction: http://identifiers.org/reactome/R-CFA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-CFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-DDI-74723; Reactome Reaction: http://identifiers.org/reactome/R-DME-170026; Reactome Reaction: http://identifiers.org/reactome/R-DME-74723; Reactome Reaction: http://identifiers.org/reactome/R-DRE-170026; Reactome Reaction: http://identifiers.org/reactome/R-DRE-2534378; Reactome Reaction: http://identifiers.org/reactome/R-DRE-74723; Reactome Reaction: http://identifiers.org/reactome/R-GGA-170026; Reactome Reaction: http://identifiers.org/reactome/R-GGA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-GGA-74723; Reactome Reaction: http://identifiers.org/reactome/R-HSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-HSA-74723; Reactome Reaction: http://identifiers.org/reactome/R-MMU-170026; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-MMU-74723; Reactome Reaction: http://identifiers.org/reactome/R-OSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-PFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-RNO-170026; Reactome Reaction: http://identifiers.org/reactome/R-RNO-2534378; Reactome Reaction: http://identifiers.org/reactome/R-RNO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SCE-170026; Reactome Reaction: http://identifiers.org/reactome/R-SCE-74723; Reactome Reaction: http://identifiers.org/reactome/R-SPO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SSC-170026; Reactome Reaction: http://identifiers.org/reactome/R-SSC-2534378; Reactome Reaction: http://identifiers.org/reactome/R-SSC-74723; Reactome Reaction: http://identifiers.org/reactome/R-TGU-170026; Reactome Reaction: http://identifiers.org/reactome/R-TGU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-TGU-74723; Reactome Reaction: http://identifiers.org/reactome/R-XTR-170026; Reactome Reaction: http://identifiers.org/reactome/R-XTR-2534378; Reactome Reaction: http://identifiers.org/reactome/R-XTR-74723; SEED Reaction: http://identifiers.org/seed.reaction/rxn08730; SEED Reaction: http://identifiers.org/seed.reaction/rxn11009,,,34982
Htm,Uncoupling protein,RHEA: http://identifiers.org/rhea/34979; RHEA: http://identifiers.org/rhea/34980; RHEA: http://identifiers.org/rhea/34981; RHEA: http://identifiers.org/rhea/34982; BioCyc: http://identifiers.org/biocyc/META:RXN-14452; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100765; Reactome Reaction: http://identifiers.org/reactome/R-ATH-170026; Reactome Reaction: http://identifiers.org/reactome/R-ATH-74723; Reactome Reaction: http://identifiers.org/reactome/R-BTA-170026; Reactome Reaction: http://identifiers.org/reactome/R-BTA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-BTA-74723; Reactome Reaction: http://identifiers.org/reactome/R-CEL-170026; Reactome Reaction: http://identifiers.org/reactome/R-CEL-74723; Reactome Reaction: http://identifiers.org/reactome/R-CFA-170026; Reactome Reaction: http://identifiers.org/reactome/R-CFA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-CFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-DDI-74723; Reactome Reaction: http://identifiers.org/reactome/R-DME-170026; Reactome Reaction: http://identifiers.org/reactome/R-DME-74723; Reactome Reaction: http://identifiers.org/reactome/R-DRE-170026; Reactome Reaction: http://identifiers.org/reactome/R-DRE-2534378; Reactome Reaction: http://identifiers.org/reactome/R-DRE-74723; Reactome Reaction: http://identifiers.org/reactome/R-GGA-170026; Reactome Reaction: http://identifiers.org/reactome/R-GGA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-GGA-74723; Reactome Reaction: http://identifiers.org/reactome/R-HSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-HSA-74723; Reactome Reaction: http://identifiers.org/reactome/R-MMU-170026; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-MMU-74723; Reactome Reaction: http://identifiers.org/reactome/R-OSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-PFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-RNO-170026; Reactome Reaction: http://identifiers.org/reactome/R-RNO-2534378; Reactome Reaction: http://identifiers.org/reactome/R-RNO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SCE-170026; Reactome Reaction: http://identifiers.org/reactome/R-SCE-74723; Reactome Reaction: http://identifiers.org/reactome/R-SPO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SSC-170026; Reactome Reaction: http://identifiers.org/reactome/R-SSC-2534378; Reactome Reaction: http://identifiers.org/reactome/R-SSC-74723; Reactome Reaction: http://identifiers.org/reactome/R-TGU-170026; Reactome Reaction: http://identifiers.org/reactome/R-TGU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-TGU-74723; Reactome Reaction: http://identifiers.org/reactome/R-XTR-170026; Reactome Reaction: http://identifiers.org/reactome/R-XTR-2534378; Reactome Reaction: http://identifiers.org/reactome/R-XTR-74723; SEED Reaction: http://identifiers.org/seed.reaction/rxn08730; SEED Reaction: http://identifiers.org/seed.reaction/rxn11009,,,34982
